scene	summary
s08e16_scene004_0325_0345	"Penny would like to have dinner with herself. Sheldon doesn't want to meet Euclid, because he probably wore sandals and he probably wouldn't look at toes during dinner.
"
s08e22_scene007_0603_0623	"Penny is supposed to wear clothes underneath a graduation gown. Leonard has prepared a sexy graduate for her. It's taking a long time, but it's going to work.
"
s08e14_scene005_0519_0539	"Amy, Penny and Bernadette are playing a game. They are playing it. Bernadettes is a talking cupcake from Yorba Linda, California. She wants Amy to pick her.
"
s08e20_scene007_0553_0573	"Josh is studying oceanography in San Diego. Bernadette loved Finding Nemo and would like to see it again. Howard will get some more coffee.
"
s08e05_scene002_0237_0257	"Leonard, Sheldon, Raj and Howard are going to watch Justin Timberlake's movie. Sheldon has it on Blu-ray. Raj is going to make the popcorn.
"
s08e20_scene006_0505_0525	"Sheldon and Amy are thinking about Feynman's house and discussing Schrodinger. Sheldon's brother and sister would build forts in the living room when he was a kid.
"
s08e22_scene012_1041_1057	"Sheldon is having a robot uprising and wants Tech Support to initiate the landing sequence. Sheldon wants them to call the police, but they don't respond.
"
s08e04_scene003_0257_0277	"Leonard, Howard, Sheldon and Raj are upset about Stuart and his mom and all their HBOs. Stuart might not reopen as he didn't get a lot of money from the insurance company. Howard can't watch Game of Thrones without thinking of his mother saying, ""Stuart, which one is Thrones?"".
"
s08e02_scene004_0435_0455	"Bernadette saw on Instagram that instead of studying, she went out to lunch and got a manicure. Amy is worried about her. Bernadette is here for her.
"
s08e01_scene000_0104_0124	I'll have you know, Mahatma Gandhi wore no pants and a nation rallied behind him! My good man... Now, before you walk away... I know that I may appear deranged, but I am, in fact, a world-renowned physicist. Ask me the difference between a boson and a fermion. Go ahead, ask! Bosons have integer spin,
s08e22_scene003_0292_0312	"Raj spent a month's rent on a toy helicopter. Dr Koothrapalli wants to know if Raj is still dating that dermatologist and why he bought the helicopter.
"
s08e02_scene005_0464_0484	"Leonard and Howard wanted to see how Sheldon's class was going, but there is no class. Sheldon called the department secretary to see what happened. Sheldon has a reputation for being obnoxious.
"
s08e17_scene000_0062_0082	"Amy, Sheldon and Penny are getting a turtle. Penny has been saying they should keep champagne on ice, because Amy means business when it comes to alcohol and she generally means business.
"
s08e03_scene011_0809_0829	"Penny and Amy are sorry about comparing relationships. Sheldon and Penny won. Leonard wants to say one more thing about Penny and Amy. They are a good couple.
"
s08e22_scene010_0810_0830	"Howard is talking to a foreign guy who's reading from the same manual he has. Raj's father called to check in on him. Raj didn't say anything to his mother.
"
s08e01_scene012_0931_0951	"Leonard is a god to Sheldon. Sheldon called Leonard because he failed and didn't want him to think less of him. Sheldon was worried about that.
"
s08e14_scene012_1171_1191	"Amelia, Leonard, Penny and Cooper are talking about Spider-Man and rhyming in the future. Cooper and Leonard think it's weird and want Penny to stop reading.
"
s08e18_scene001_0183_0186	Yes. It reminds me of us eating out and her saying, “Quick, nobody's looking, fill your pockets with ketchup”'
s08e17_scene007_0618_0638	"Raj broke the dowels and has no pillows or wine glasses to glue it back on. He will have to nail it with a hammer.
"
s08e16_scene016_1131_1143	"Sheldon will let Gary be Gary after he let him be Gary. Sheldon sent a sync to elderman. elderman corrected the sync and sent it back.
"
s08e22_scene001_0151_0171	"There's a big storm all up the East Coast. Penny and Leonard won't go on another airline. Penny will pretend to be a high school cheerleader to pass the time.
"
s08e06_scene006_0737_0757	"Raj and Sheldon are talking about Sheldon's prayers when he's dead. Sheldon's prayer is that his body will blacken, turn into coal and he will look from the door to his heavenly home.
"
s08e10_scene000_0004_0024	Hello. I'm Dr. Sheldon Cooper. And welcome to Sheldon Cooper Presents the Final Episode Flagtacular. I knew it was coming. Still scary. Now, I'm sure you're thinking, 'The final episode? Who will stand between us and flag ignorance''
s08e04_scene006_0554_0574	"Penny feels pretty. Emily is upset about her having slept with him. Bernadette tries to cheer her up. She tells Penny to turn it around.
"
s08e03_scene011_0869_0883	"Leonard wants to hold Penny's hand and do it with her. Amy would be happy if Leonard said things like that. Sheldon is happy because they got an eight-point-two.
"
s08e22_scene006_0509_0529	"Raj wants Howard to put this back together right now so he can return it. Sheldon tells him he can't return it, because Howard wiped his bottom with the warranty.
"
s08e05_scene006_0759_0761	Oh! I'll check Amazon.
s08e11_scene001_0175_0195	"Howard and Leonard are going to turn off all the lights except for one in order to catch the moth before anyone knows about it. Leonard is going to yell at Howard, but he will remain calm.
"
s08e16_scene006_0431_0451	"Sheldon enjoys some French toast with butter and syrup and then a wormhole opens and whisks him millions of years into the future where he is used to save mankind from a predatory alien race.
"
s08e22_scene002_0241_0261	"Sheldon is initiating the rotation sequence. Howard will rotate it horizontally on its center axis until the lights turn green. Sheldon will initiate the next rotation sequence for Howard.
"
s08e03_scene004_0377_0378	I want you to exaggerate how long something is.
s08e02_scene008_0847_0849	Is that gonna be on the test? Because I don't think I can do that again.
s08e14_scene011_1042_1062	"Amy and Bernadette are making fun of her. Penny and Amy are wondering what happens to Cooper and Amelia in the story. They are also wondering about Montana.
"
s08e20_scene011_0889_0909	"Penny's roles have changed a bit over the last couple years. Leonard is making a big deal out of it. Penny is more successful than him. Penny would like to go audition for a Kevin Smith movie.
"
s08e14_scene004_0406_0426	"Leonard is responding to an anonymous blog with the user name 'General Relativity'. Sheldon doesn't want to lower himself to their level, so he's not responding to it.
"
s08e06_scene004_0508_0528	"Sheldon, Raj and Amy are going to the steam tunnels below the access point. Sheldon will use Amy's walkie-talkie to contact her if they run into any problems.
"
s08e12_scene002_0243_0263	"The philharmonic is playing Beethoven downtown. Penny and Amy don't want to go to the concert. Amy always picks what they do and Penny goes along with it.
"
s08e06_scene012_1149_1168	"Bernadette is sorry she made Howard feel bad about the money stuff. Bernadette and Howard are going to have a laser tag party for Howard's birthday.
"
s08e22_scene006_0549_0569	"Mrs Koothrapalli got a surprise from her son, Rajesh. Raj has been thinking about her and wants to know how she's doing. Raj's father said he couldn't afford to send her money anymore.
"
s08e10_scene010_0899_0919	"Dan, Penny and Wheelchair Kathy have been paying for Bernadette's coffee for five months. The money comes from the swear jar. Bernadettes private bathroom was supposed to be for the whole floor, but it was only for Wheelchairs Kathy, Wheelchairathy and Bernadnette.
"
s08e16_scene009_0544_0564	"Penny would like to wake up tomorrow having gained one quality or ability. Sheldon doesn't think she's taking this seriously, but she's just having fun with him.
"
s08e01_scene012_0971_0979	Amy just hurt my feelings. I want to break up with her.
s08e17_scene005_0486_0506	"Leonard and Penny stayed up almost 1 hours last night. They weren't watching TV, they were watching Netflix. They can do better than that, they are not boring people.
"
s08e02_scene002_0232_0252	"Penny got a job as a waitress and she's been bugging her about it. Amy is still waiting for her mini corndogs from two years ago. They'll be right out.
"
s08e22_scene011_0904_0924	Leonard (on screen)...but I didn't even feel like I existed at that school. And now that I think about it, I bet a lot of you feel the same way. So, for the remainder of my speech, this is for the invisible kids. Uh, maybe you never fit in.
s08e16_scene009_0564_0584	"Penny is having fun with Sheldon. Sheldon believes that she is using humor to avoid vulnerability. Penny wishes she could be as smart as Sheldon and his friends.
"
s08e14_scene009_0838_0858	"Penny doesn't understand the concept of time travel. Bernadette finds Sheldon exhausting. Amy explains that Sheldon's like that in the beginning, so she can change him.
"
s08e22_scene000_0024_0044	"Leonard has never given a high school commencement speech before, but he finds it exciting. Penny is packed and ready to go. Sheldon thinks Penny should pack more clothes.
"
s08e03_scene001_0103_0123	"Amy and Sheldon didn't enjoy Sheldon's lecture on Cornish game hen and neither did their waiter. Sheldon thinks the waiter should be familiar with the history of Cornwall.
"
s08e20_scene010_0805_0825	"Howard was talking to Bernadette with a Thin Mint in his ear. Josh has a long drive, so he won't see Howard again, but he hopes to see him again.
"
s08e18_scene011_0862_0882	"Raj, Howard, Stuart, Amy and Stuart are discussing gender equality in comic books. They discuss the fact that a lot more women are reading comic books now. Amy thinks it won't be equality until female Thor has a baby and the Avengers are cool with her pumping breast milk at work.
"
s08e08_scene005_0588_0608	"Leonard and Sheldon are going to the prom tonight. Sheldon wants to get his picture taken, slow-dancing, being elected prom king, but Leonard points out that kings aren't elected.
"
s08e10_scene005_0513_0515	I-I think the cookie thing.
s08e12_scene001_0217_0237	"Nine years ago he was part of a team that launched a spacecraft to collect data about Pluto. Now he's worried the spacecraft was demolished by space ice.
"
s08e22_scene002_0221_0241	"Howard tells Sheldon how to calibrate the drone. Sheldon will do it in order: one, two, three, four, five, six, seven, eight, nine, ten.
"
